,datetime,sensor_val,Air_Temp,Solar_radiation,humidity,Precipitation Intensity mm/h,Total Precipitation Millimeters,TAN,Nitrite,Nitrate,Water_temp,pH,takeout_kg,biomass_kg,ideal_biomass_kg,biomass_kg_1day,biomass_kg_3day
0,2021-06-17 10:00:59,11766,21.8,4,93,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.11,22.11,22.11,0.0
1,2021-06-17 10:16:03,12125,21.8,15,93,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.19,22.18,0.0,0.0
2,2021-06-17 10:31:06,8209,22.0,29,93,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.26,22.26,0.0,0.0
3,2021-06-17 10:46:09,12430,22.1,50,93,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.34,22.34,0.0,0.0
4,2021-06-17 11:01:12,15325,22.4,66,92,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.43,22.42,0.0,0.0
5,2021-06-17 11:16:15,12660,22.6,94,92,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.51,22.51,0.0,0.0
6,2021-06-17 11:31:18,12847,22.8,130,92,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.6,22.59,0.0,0.0
7,2021-06-17 11:46:21,12933,23.2,170,91,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.7,22.69,0.0,0.0
8,2021-06-17 12:01:24,6950,23.5,191,90,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.8,22.79,0.0,0.0
9,2021-06-17 12:16:27,7522,23.8,210,89,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,22.9,22.89,0.0,0.0
10,2021-06-17 12:31:30,12483,24.1,207,88,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.01,23.0,0.0,0.0
11,2021-06-17 12:46:33,9410,24.5,235,87,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.12,23.1,0.0,0.0
12,2021-06-17 13:01:36,13736,25.0,300,86,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.23,23.21,0.0,0.0
13,2021-06-17 13:16:39,11850,25.2,348,85,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.34,23.33,0.0,0.0
14,2021-06-17 13:36:43,10242,25.5,371,85,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.46,23.45,0.0,0.0
15,2021-06-17 13:51:46,9150,25.7,324,85,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.59,23.57,0.0,0.0
16,2021-06-17 14:06:49,8185,25.7,342,84,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.71,23.68,0.0,0.0
17,2021-06-17 14:21:52,11083,26.0,301,84,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.83,23.8,0.0,0.0
18,2021-06-17 14:36:55,13704,26.1,405,84,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,23.94,23.92,0.0,0.0
19,2021-06-17 14:51:58,12561,26.3,456,83,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.03,24.0,0.0,0.0
20,2021-06-17 15:07:01,14728,26.6,428,82,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.16,24.13,0.0,0.0
21,2021-06-17 15:22:04,15746,26.6,351,82,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.28,24.25,0.0,0.0
22,2021-06-17 15:37:07,13939,27.0,422,81,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.4,24.37,0.0,0.0
23,2021-06-17 15:52:10,13360,27.6,596,78,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.53,24.5,0.0,0.0
24,2021-06-17 16:07:13,8143,27.9,651,73,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.66,24.63,0.0,0.0
25,2021-06-17 16:22:16,15036,28.4,719,74,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.8,24.76,0.0,0.0
26,2021-06-17 16:37:19,8828,28.6,750,70,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,24.94,24.9,0.0,0.0
27,2021-06-17 16:52:22,14080,29.4,826,65,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,25.08,25.04,0.0,0.0
28,2021-06-17 17:07:25,15505,29.6,716,65,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,25.22,25.18,0.0,0.0
29,2021-06-17 17:22:28,14403,29.9,738,63,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,25.36,25.31,0.0,0.0
30,2021-06-17 17:37:31,14029,30.2,834,63,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,25.5,25.45,0.0,0.0
31,2021-06-17 17:52:34,10802,30.3,602,63,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,25.63,25.58,0.0,0.0
32,2021-06-17 18:07:37,11788,30.2,471,61,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,25.77,25.72,0.0,0.0
33,2021-06-17 18:22:40,11136,30.5,417,63,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,25.89,25.84,0.0,0.0
34,2021-06-17 18:37:43,15008,30.2,382,62,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.06,26.0,0.0,0.0
35,2021-06-17 18:52:46,8721,29.1,278,74,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.18,26.12,0.0,0.0
36,2021-06-17 19:07:49,18163,28.4,279,74,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.28,26.23,0.0,0.0
37,2021-06-17 19:22:52,14641,28.0,107,75,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.39,26.33,0.0,0.0
38,2021-06-17 19:37:58,12007,27.8,181,77,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.48,26.42,0.0,0.0
39,2021-06-17 19:52:58,9498,27.7,135,78,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.58,26.51,0.0,0.0
40,2021-06-17 20:08:01,11549,28.1,149,77,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.67,26.6,0.0,0.0
41,2021-06-17 20:23:04,12594,28.0,211,78,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.76,26.69,0.0,0.0
42,2021-06-17 20:38:07,15395,28.0,189,78,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.86,26.79,0.0,0.0
43,2021-06-17 20:53:10,13548,28.0,165,78,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,26.96,26.89,0.0,0.0
44,2021-06-17 21:08:13,19222,28.4,136,78,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.05,26.98,0.0,0.0
45,2021-06-17 21:23:18,13016,27.9,108,76,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.14,27.07,0.0,0.0
46,2021-06-17 21:38:19,16955,27.7,84,73,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.23,27.15,0.0,0.0
47,2021-06-17 21:53:22,13263,27.7,74,72,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.31,27.24,0.0,0.0
48,2021-06-17 22:08:25,12414,27.4,54,72,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.39,27.32,0.0,0.0
49,2021-06-17 22:23:28,18382,27.3,36,73,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.47,27.39,0.0,0.0
50,2021-06-17 22:38:33,10824,27.0,27,75,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.54,27.46,0.0,0.0
51,2021-06-17 22:53:34,11358,26.6,16,76,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.61,27.54,0.0,0.0
52,2021-06-17 23:08:37,16524,26.6,10,77,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.68,27.61,0.0,0.0
53,2021-06-17 23:23:40,11340,26.4,5,78,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.76,27.68,0.0,0.0
54,2021-06-17 23:38:43,16812,26.1,1,80,0.0,2.8,0.0,0.124,7.3,26.9,7.99,0.0,27.82,27.74,0.0,0.0
55,2021-06-17 23:53:46,17534,26.1,0,80,0.0,1.87,0.0,0.124,7.3,27.0,7.99,0.0,27.89,27.81,0.0,0.0
56,2021-06-18 00:08:49,18111,25.9,0,81,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,27.92,27.84,0.0,0.0
57,2021-06-18 00:23:52,11497,25.6,0,82,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,27.94,27.86,0.0,0.0
58,2021-06-18 00:38:55,14766,25.5,0,83,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,27.95,27.87,0.0,0.0
59,2021-06-18 00:53:58,14080,25.5,0,84,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,27.98,27.9,0.0,0.0
60,2021-06-18 01:09:01,14838,25.3,1,85,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.03,27.95,0.0,0.0
61,2021-06-18 01:29:05,15937,25.2,1,85,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.1,28.02,0.0,0.0
62,2021-06-18 01:44:08,15010,25.1,0,86,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.17,28.08,0.0,0.0
63,2021-06-18 01:59:11,16392,25.0,0,86,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.22,28.13,0.0,0.0
64,2021-06-18 02:14:14,16990,24.9,0,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.25,28.16,0.0,0.0
65,2021-06-18 02:29:17,12534,24.7,0,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.28,28.19,0.0,0.0
66,2021-06-18 02:44:20,12479,24.7,1,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.31,28.22,0.0,0.0
67,2021-06-18 02:59:23,11578,24.8,0,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.38,28.29,0.0,0.0
68,2021-06-18 03:14:26,18382,24.9,0,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.43,28.34,0.0,0.0
69,2021-06-18 03:29:29,16101,25.0,0,86,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.46,28.37,0.0,0.0
70,2021-06-18 03:44:32,15472,24.8,0,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.47,28.38,0.0,0.0
71,2021-06-18 03:59:35,17402,24.6,0,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.48,28.39,0.0,0.0
72,2021-06-18 04:14:38,11962,24.5,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.51,28.43,0.0,0.0
73,2021-06-18 04:29:41,12572,24.5,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.53,28.44,0.0,0.0
74,2021-06-18 04:49:45,13291,24.5,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.54,28.45,0.0,0.0
75,2021-06-18 05:04:48,8750,24.7,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.55,28.46,0.0,0.0
76,2021-06-18 05:19:51,13558,24.6,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.56,28.47,0.0,0.0
77,2021-06-18 05:34:54,10474,24.5,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.58,28.49,0.0,0.0
78,2021-06-18 05:49:57,15906,24.5,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.59,28.5,0.0,0.0
79,2021-06-18 06:05:00,11023,24.6,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.6,28.51,0.0,0.0
80,2021-06-18 06:25:04,14604,24.6,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.61,28.52,0.0,0.0
81,2021-06-18 06:40:07,13439,24.6,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.66,28.57,0.0,0.0
82,2021-06-18 06:55:10,19748,24.5,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.69,28.6,0.0,0.0
83,2021-06-18 07:10:13,13052,24.5,1,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.71,28.61,0.0,0.0
84,2021-06-18 07:25:16,12179,24.5,0,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.77,28.68,0.0,0.0
85,2021-06-18 07:40:19,14313,24.3,0,89,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.79,28.69,0.0,0.0
86,2021-06-18 07:55:22,10947,24.2,0,90,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.82,28.72,0.0,0.0
87,2021-06-18 08:10:25,16665,24.2,0,89,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.83,28.74,0.0,0.0
88,2021-06-18 08:25:28,12790,24.1,0,90,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.84,28.75,0.0,0.0
89,2021-06-18 08:40:31,16042,24.0,0,90,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.85,28.76,0.0,0.0
90,2021-06-18 08:55:34,15947,24.2,1,90,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.87,28.77,0.0,0.0
91,2021-06-18 09:10:37,13368,24.2,0,90,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.93,28.84,0.0,0.0
92,2021-06-18 09:25:40,12874,23.9,0,90,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.94,28.85,0.0,0.0
93,2021-06-18 09:40:43,13147,23.8,0,91,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,28.96,28.86,0.0,0.0
94,2021-06-18 09:55:46,14879,23.8,2,91,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.01,28.91,0.0,0.0
95,2021-06-18 10:10:49,15382,23.8,15,91,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.07,28.98,29.07,29.07
96,2021-06-18 10:25:52,13615,23.9,39,91,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.14,29.05,0.0,0.0
97,2021-06-18 10:40:55,11031,24.3,91,90,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.22,29.12,0.0,0.0
98,2021-06-18 10:55:58,14578,24.9,74,89,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.3,29.2,0.0,0.0
99,2021-06-18 11:11:01,12403,25.1,99,89,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.37,29.27,0.0,0.0
100,2021-06-18 11:26:04,13915,25.5,127,88,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.45,29.35,0.0,0.0
101,2021-06-18 11:41:07,14888,25.9,95,87,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.54,29.44,0.0,0.0
102,2021-06-18 11:56:10,13529,26.2,104,85,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.62,29.52,0.0,0.0
103,2021-06-18 12:11:13,16013,26.5,116,86,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.7,29.6,0.0,0.0
104,2021-06-18 12:26:16,18991,26.7,149,85,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.78,29.68,0.0,0.0
105,2021-06-18 12:41:19,17324,26.9,149,84,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.87,29.77,0.0,0.0
106,2021-06-18 12:56:22,17448,26.7,150,85,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,29.96,29.85,0.0,0.0
107,2021-06-18 13:11:25,12766,26.8,188,85,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.05,29.94,0.0,0.0
108,2021-06-18 13:26:28,11775,27.1,277,84,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.14,30.03,0.0,0.0
109,2021-06-18 13:41:31,14410,27.6,346,83,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.24,30.13,0.0,0.0
110,2021-06-18 13:56:34,15153,28.4,396,80,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.35,30.24,0.0,0.0
111,2021-06-18 14:11:37,15797,28.3,384,81,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.46,30.35,0.0,0.0
112,2021-06-18 14:26:40,15746,28.8,389,80,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.57,30.46,0.0,0.0
113,2021-06-18 14:41:43,15816,29.1,450,77,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.68,30.57,0.0,0.0
114,2021-06-18 14:56:46,19057,29.1,425,77,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.8,30.68,0.0,0.0
115,2021-06-18 15:11:49,18465,29.2,417,77,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,30.91,30.8,0.0,0.0
116,2021-06-18 15:31:53,20112,28.7,405,77,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.03,30.91,0.0,0.0
117,2021-06-18 15:46:56,17321,28.6,475,78,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.14,31.02,0.0,0.0
118,2021-06-18 16:01:59,18969,28.6,510,78,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.25,31.13,0.0,0.0
119,2021-06-18 16:17:02,13666,28.8,540,78,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.37,31.25,0.0,0.0
120,2021-06-18 16:32:05,17178,29.3,571,77,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.49,31.36,0.0,0.0
121,2021-06-18 16:47:08,14547,29.3,604,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.61,31.48,0.0,0.0
122,2021-06-18 17:02:11,15295,29.4,611,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.73,31.6,0.0,0.0
123,2021-06-18 17:17:14,16213,29.5,628,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.85,31.72,0.0,0.0
124,2021-06-18 17:32:17,18970,29.6,533,75,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,31.97,31.84,0.0,0.0
125,2021-06-18 17:47:20,15179,29.9,538,75,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.09,31.96,0.0,0.0
126,2021-06-18 18:02:23,12265,29.9,535,75,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.21,32.07,0.0,0.0
127,2021-06-18 18:17:26,14869,29.6,456,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.32,32.19,0.0,0.0
128,2021-06-18 18:32:29,16978,29.8,474,77,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.44,32.3,0.0,0.0
129,2021-06-18 18:47:32,18325,29.7,433,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.55,32.41,0.0,0.0
130,2021-06-18 19:02:34,11605,29.6,400,75,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.66,32.52,0.0,0.0
131,2021-06-18 19:17:33,18050,29.7,635,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.77,32.63,0.0,0.0
132,2021-06-18 19:32:36,17564,29.5,453,77,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,32.89,32.74,0.0,0.0
133,2021-06-18 19:47:39,14520,29.5,572,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.0,32.85,0.0,0.0
134,2021-06-18 20:02:42,19510,29.9,706,76,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.11,32.96,0.0,0.0
135,2021-06-18 20:17:45,19279,29.5,392,78,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.23,33.08,0.0,0.0
136,2021-06-18 20:32:48,14986,29.6,467,78,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.34,33.19,0.0,0.0
137,2021-06-18 20:47:51,18689,29.6,378,78,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.45,33.29,0.0,0.0
138,2021-06-18 21:02:54,15615,29.2,264,79,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.55,33.4,0.0,0.0
139,2021-06-18 21:17:57,18242,28.9,187,80,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.65,33.49,0.0,0.0
140,2021-06-18 21:33:00,19224,28.6,148,81,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.73,33.58,0.0,0.0
141,2021-06-18 21:48:03,17730,28.4,129,82,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.81,33.66,0.0,0.0
142,2021-06-18 22:03:06,15516,28.3,93,82,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.89,33.73,0.0,0.0
143,2021-06-18 22:18:09,17417,28.2,76,83,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,33.97,33.81,0.0,0.0
144,2021-06-18 22:33:12,17289,28.2,68,83,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,34.04,33.88,0.0,0.0
145,2021-06-18 22:48:15,21756,28.0,47,83,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,34.11,33.95,0.0,0.0
146,2021-06-18 23:03:18,18992,27.9,36,82,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,34.18,34.02,0.0,0.0
147,2021-06-18 23:18:22,15063,27.7,23,82,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,34.24,34.08,0.0,0.0
148,2021-06-18 23:33:25,15147,27.6,8,83,0.0,0.0,0.0,0.124,7.3,27.1,7.99,0.0,34.31,34.14,0.0,0.0
149,2021-06-18 23:48:28,11488,27.5,1,84,0.0,0.0,0.0,0.124,7.3,27.4,7.99,0.0,34.37,34.2,0.0,0.0
150,2021-06-19 00:08:32,17640,27.3,0,84,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.43,34.27,0.0,0.0
151,2021-06-19 00:23:35,14897,27.3,0,85,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.46,34.29,0.0,0.0
152,2021-06-19 00:38:38,18809,27.3,0,85,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.48,34.32,0.0,0.0
153,2021-06-19 00:53:41,16352,27.2,0,84,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.49,34.33,0.0,0.0
154,2021-06-19 01:08:44,22599,27.2,0,84,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.5,34.34,0.0,0.0
155,2021-06-19 01:23:47,18681,27.2,0,85,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.52,34.35,0.0,0.0
156,2021-06-19 01:38:50,18081,27.2,0,85,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.53,34.36,0.0,0.0
157,2021-06-19 01:53:53,18138,27.2,0,85,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.54,34.37,0.0,0.0
158,2021-06-19 02:08:56,18070,27.0,0,86,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.55,34.38,0.0,0.0
159,2021-06-19 02:23:59,16539,26.8,0,86,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.58,34.41,0.0,0.0
160,2021-06-19 02:39:02,18720,26.8,1,86,0.0,0.0,0.0,0.124,7.3,28.1,7.99,0.0,34.62,34.45,0.0,0.0
