,Unnamed: 0,datetime,sensor_val,Air_Temp,Solar_radiation,humidity,Precipitation Intensity mm/h,Total Precipitation Millimeters,TAN,Nitrite,Nitrate,Water_temp,pH,takeout_kg,biomass_kg,ideal_biomass_kg,biomass_kg_1day,biomass_kg_3day,biomass_kg_day
640,640,2021-11-18 02:57:12,28440,24.4,0,76,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.66,53.92,0.0,0.0,0
641,641,2021-11-18 03:12:15,31841,24.4,0,76,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.66,53.92,0.0,0.0,0
642,642,2021-11-18 03:27:18,26369,24.4,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.67,53.93,0.0,0.0,0
643,643,2021-11-18 03:42:21,27221,24.3,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.67,53.93,0.0,0.0,0
644,644,2021-11-18 03:57:24,26461,24.3,0,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.68,53.94,0.0,0.0,0
645,645,2021-11-18 04:12:27,25137,24.4,1,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.7,53.96,0.0,0.0,0
646,646,2021-11-18 04:27:30,24632,24.5,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.73,53.99,0.0,0.0,0
647,647,2021-11-18 04:42:33,21566,24.5,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.74,54.0,0.0,0.0,0
648,648,2021-11-18 04:57:36,26735,24.5,0,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.74,54.0,0.0,0.0,0
649,649,2021-11-18 05:12:39,25046,24.6,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.75,54.01,0.0,0.0,0
650,650,2021-11-18 05:27:42,26092,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.76,54.02,0.0,0.0,0
651,651,2021-11-18 05:42:45,25756,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.76,54.02,0.0,0.0,0
652,652,2021-11-18 05:57:48,23481,24.6,0,76,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.77,54.03,0.0,0.0,0
653,653,2021-11-18 06:12:51,26217,24.5,0,76,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.77,54.03,0.0,0.0,0
654,654,2021-11-18 06:27:54,25887,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.78,54.04,0.0,0.0,0
655,655,2021-11-18 06:42:57,30706,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.78,54.04,0.0,0.0,0
656,656,2021-11-18 06:58:00,24533,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.79,54.05,0.0,0.0,0
657,657,2021-11-18 07:13:03,22937,24.5,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.79,54.06,0.0,0.0,0
658,658,2021-11-18 07:28:06,31648,24.5,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.8,54.06,0.0,0.0,0
659,659,2021-11-18 07:43:09,24956,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.81,54.07,0.0,0.0,0
660,660,2021-11-18 07:58:12,28835,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.81,54.07,0.0,0.0,0
661,661,2021-11-18 08:13:15,30386,24.5,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.82,54.08,0.0,0.0,0
662,662,2021-11-18 08:28:18,24468,24.5,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.82,54.08,0.0,0.0,0
663,663,2021-11-18 08:43:21,31987,24.6,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.83,54.09,0.0,0.0,0
664,664,2021-11-18 08:58:24,23424,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.83,54.09,0.0,0.0,0
665,665,2021-11-18 09:13:27,23272,24.5,0,75,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.84,54.1,0.0,0.0,0
666,666,2021-11-18 09:28:30,26641,24.5,0,76,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.84,54.11,0.0,0.0,0
667,667,2021-11-18 09:43:33,31091,24.6,0,75,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,53.85,54.11,0.0,0.0,0
668,668,2021-11-18 09:58:36,22233,24.6,0,75,0.0,0.0,0.0,0.113,8.6,25.4,8.13,25.0,28.86,29.12,0.0,0.0,0
669,669,2021-11-18 10:13:39,17434,24.4,0,76,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,28.86,29.12,28.86,28.86,0
670,670,2021-11-18 10:28:42,14533,24.5,0,76,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,28.88,29.14,0.0,0.0,0
671,671,2021-11-18 10:43:45,14357,24.5,0,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,28.89,29.15,0.0,0.0,0
672,672,2021-11-18 10:58:48,13696,24.5,0,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,28.9,29.16,0.0,0.0,0
673,673,2021-11-18 11:13:51,14851,24.5,3,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,28.93,29.19,0.0,0.0,0
674,674,2021-11-18 11:28:54,13679,24.5,10,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.0,29.26,0.0,0.0,0
675,675,2021-11-18 11:43:57,14038,24.5,15,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.07,29.33,0.0,0.0,0
676,676,2021-11-18 11:59:00,18088,24.5,24,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.14,29.4,0.0,0.0,0
677,677,2021-11-18 12:14:03,16586,24.6,34,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.21,29.47,0.0,0.0,0
678,678,2021-11-18 12:29:06,18193,24.8,49,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.28,29.54,0.0,0.0,0
679,679,2021-11-18 12:44:09,11420,24.9,62,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.35,29.62,0.0,0.0,0
680,680,2021-11-18 12:59:12,12670,24.9,69,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.43,29.69,0.0,0.0,0
681,681,2021-11-18 13:14:15,15224,25.0,81,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.5,29.77,0.0,0.0,0
682,682,2021-11-18 13:29:18,14116,25.0,110,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.58,29.85,0.0,0.0,0
683,683,2021-11-18 13:44:21,16578,24.9,109,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.66,29.93,0.0,0.0,0
684,684,2021-11-18 13:59:24,17267,24.9,125,80,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.75,30.01,0.0,0.0,0
685,685,2021-11-18 14:14:27,16127,24.9,125,81,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.83,30.1,0.0,0.0,0
686,686,2021-11-18 14:29:30,20634,25.0,127,80,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,29.91,30.18,0.0,0.0,0
687,687,2021-11-18 14:44:33,16419,25.0,114,80,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.0,30.27,0.0,0.0,0
688,688,2021-11-18 14:59:36,16404,25.1,142,80,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.08,30.35,0.0,0.0,0
689,689,2021-11-18 15:14:39,16526,25.3,251,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.17,30.44,0.0,0.0,0
690,690,2021-11-18 15:29:42,15110,25.6,229,77,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.26,30.54,0.0,0.0,0
691,691,2021-11-18 15:44:45,15051,25.6,188,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.36,30.63,0.0,0.0,0
692,692,2021-11-18 15:59:48,16762,25.6,194,79,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.45,30.73,0.0,0.0,0
693,693,2021-11-18 16:14:51,17365,25.5,156,78,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.54,30.82,0.0,0.0,0
694,694,2021-11-18 16:29:54,16179,25.5,104,80,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.63,30.91,0.0,0.0,0
695,695,2021-11-18 16:44:57,12950,25.3,102,81,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.71,30.99,0.0,0.0,0
696,696,2021-11-18 17:00:00,20154,24.7,103,83,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.79,31.07,0.0,0.0,0
697,697,2021-11-18 17:15:03,16913,24.5,116,85,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.87,31.15,0.0,0.0,0
698,698,2021-11-18 17:30:06,15761,24.8,199,84,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,30.95,31.23,0.0,0.0,0
699,699,2021-11-18 17:45:09,14141,25.3,235,83,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.04,31.32,0.0,0.0,0
700,700,2021-11-18 18:00:16,15609,25.4,177,82,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.14,31.42,0.0,0.0,0
701,701,2021-11-18 18:15:16,17549,25.2,125,83,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.23,31.51,0.0,0.0,0
702,702,2021-11-18 18:30:19,16587,25.1,145,85,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.31,31.59,0.0,0.0,0
703,703,2021-11-18 18:45:22,18307,25.2,140,85,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.39,31.67,0.0,0.0,0
704,704,2021-11-18 19:00:25,8783,25.6,126,85,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.48,31.76,0.0,0.0,0
705,705,2021-11-18 19:15:28,19743,25.8,90,84,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.56,31.84,0.0,0.0,0
706,706,2021-11-18 19:30:31,10347,25.9,98,84,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.63,31.92,0.0,0.0,0
707,707,2021-11-18 19:45:34,17369,25.9,104,84,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.71,32.0,0.0,0.0,0
708,708,2021-11-18 20:00:37,21708,25.5,91,84,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.79,32.08,0.0,0.0,0
709,709,2021-11-18 20:15:40,18525,25.5,73,85,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.87,32.15,0.0,0.0,0
710,710,2021-11-18 20:30:43,16878,25.3,54,85,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,31.94,32.23,0.0,0.0,0
711,711,2021-11-18 20:45:46,19628,25.1,35,86,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.01,32.3,0.0,0.0,0
712,712,2021-11-18 21:00:49,17156,24.8,27,86,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.08,32.37,0.0,0.0,0
713,713,2021-11-18 21:15:52,13437,24.5,20,87,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.15,32.43,0.0,0.0,0
714,714,2021-11-18 21:30:55,10828,24.2,8,87,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.21,32.5,0.0,0.0,0
715,715,2021-11-18 21:45:56,17825,23.8,2,87,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.28,32.57,0.0,0.0,0
716,716,2021-11-18 22:00:57,13413,23.1,0,87,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.34,32.63,0.0,0.0,0
717,717,2021-11-18 22:16:00,13625,22.4,0,88,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.35,32.64,0.0,0.0,0
718,718,2021-11-18 22:31:03,14320,22.2,0,88,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.36,32.65,0.0,0.0,0
719,719,2021-11-18 22:46:06,16206,22.3,0,87,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.37,32.66,0.0,0.0,0
720,720,2021-11-18 23:01:09,18896,22.1,0,87,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.39,32.68,0.0,0.0,0
721,721,2021-11-18 23:16:12,12214,22.1,0,86,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.4,32.69,0.0,0.0,0
722,722,2021-11-18 23:31:15,14802,22.2,0,85,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.41,32.7,0.0,0.0,0
723,723,2021-11-18 23:46:18,18697,22.1,0,87,0.0,0.0,0.0,0.113,8.6,25.4,8.13,0.0,32.42,32.71,0.0,0.0,0
724,724,2021-11-19 00:01:21,11448,22.0,0,89,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.43,32.72,0.0,0.0,0
725,725,2021-11-19 00:16:24,17606,22.2,1,90,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.48,32.77,0.0,0.0,0
726,726,2021-11-19 00:31:27,13940,22.5,1,90,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.54,32.83,0.0,0.0,0
727,727,2021-11-19 00:46:30,16385,22.9,2,86,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.6,32.89,0.0,0.0,0
728,728,2021-11-19 01:01:33,15312,23.3,2,81,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.66,32.96,0.0,0.0,0
729,729,2021-11-19 01:16:36,17278,23.5,1,81,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.73,33.02,0.0,0.0,0
730,730,2021-11-19 01:31:39,17219,24.0,1,75,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.79,33.08,0.0,0.0,0
731,731,2021-11-19 01:46:42,16615,24.3,0,75,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.85,33.15,0.0,0.0,0
732,732,2021-11-19 02:01:45,13804,24.5,0,78,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.88,33.17,0.0,0.0,0
733,733,2021-11-19 02:16:48,21739,24.4,0,85,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.89,33.18,0.0,0.0,0
734,734,2021-11-19 02:31:51,17990,24.1,0,87,0.0,0.0,0.0,0.113,8.6,22.3,8.13,0.0,32.9,33.19,0.0,0.0,0
735,735,2021-11-19 02:46:54,14071,23.6,0,88,0.13,0.13,0.0,0.113,8.6,22.3,8.13,0.0,32.91,33.2,0.0,0.0,0
736,736,2021-11-19 03:01:57,17835,23.5,0,87,0.2,0.2,0.0,0.113,8.6,22.3,8.13,0.0,32.94,33.23,0.0,0.0,0
737,737,2021-11-19 03:17:00,16106,23.8,1,85,0.2,0.2,0.0,0.113,8.6,22.3,8.13,0.0,32.98,33.28,0.0,0.0,0
738,738,2021-11-19 03:32:03,12989,23.8,0,87,0.2,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.03,33.32,0.0,0.0,0
739,739,2021-11-19 03:47:06,15420,23.6,0,86,0.07,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.04,33.34,0.0,0.0,0
740,740,2021-11-19 04:02:09,18226,23.6,0,86,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.05,33.35,0.0,0.0,0
741,741,2021-11-19 04:17:12,13130,23.7,0,86,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.06,33.36,0.0,0.0,0
742,742,2021-11-19 04:32:15,14909,23.7,0,87,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.07,33.37,0.0,0.0,0
743,743,2021-11-19 04:47:18,15745,23.7,0,85,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.08,33.38,0.0,0.0,0
744,744,2021-11-19 05:02:21,15921,23.8,0,83,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.1,33.39,0.0,0.0,0
745,745,2021-11-19 05:17:24,14520,23.9,0,82,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.11,33.4,0.0,0.0,0
746,746,2021-11-19 05:32:27,13877,24.0,0,83,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.12,33.41,0.0,0.0,0
747,747,2021-11-19 05:47:30,19747,24.1,0,82,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.13,33.43,0.0,0.0,0
748,748,2021-11-19 06:02:33,18393,24.3,0,80,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.14,33.44,0.0,0.0,0
749,749,2021-11-19 06:17:36,19352,24.3,0,79,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.15,33.45,0.0,0.0,0
750,750,2021-11-19 06:32:39,19023,24.2,0,80,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.16,33.46,0.0,0.0,0
751,751,2021-11-19 06:47:42,18847,24.2,0,81,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.19,33.49,0.0,0.0,0
752,752,2021-11-19 07:02:45,18601,24.1,0,83,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.21,33.5,0.0,0.0,0
753,753,2021-11-19 07:17:48,10738,24.0,0,84,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.22,33.51,0.0,0.0,0
754,754,2021-11-19 07:32:51,18675,24.0,0,84,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.23,33.52,0.0,0.0,0
755,755,2021-11-19 07:47:54,17243,24.0,0,81,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.24,33.54,0.0,0.0,0
756,756,2021-11-19 08:02:57,18943,23.9,0,80,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.25,33.55,0.0,0.0,0
757,757,2021-11-19 08:18:00,18404,23.8,0,80,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.26,33.56,0.0,0.0,0
758,758,2021-11-19 08:33:03,13981,23.8,0,81,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.27,33.57,0.0,0.0,0
759,759,2021-11-19 08:48:06,17515,23.8,0,82,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.28,33.58,0.0,0.0,0
760,760,2021-11-19 09:03:09,18263,24.0,0,81,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.33,33.63,0.0,0.0,0
761,761,2021-11-19 09:18:12,21952,24.1,0,81,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.36,33.65,0.0,0.0,0
762,762,2021-11-19 09:33:15,16193,24.2,0,80,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.37,33.67,0.0,0.0,0
763,763,2021-11-19 09:48:18,14468,24.0,0,83,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.4,33.69,0.0,0.0,0
764,764,2021-11-19 10:03:21,22519,24.1,0,82,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.42,33.72,33.42,0.0,0
765,765,2021-11-19 10:18:24,12874,24.1,0,84,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.43,33.73,0.0,0.0,0
766,766,2021-11-19 10:33:27,17833,24.1,0,82,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.45,33.74,0.0,0.0,0
767,767,2021-11-19 10:48:30,15405,24.0,0,83,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.46,33.76,0.0,0.0,0
768,768,2021-11-19 11:03:33,14756,24.2,2,82,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.48,33.78,0.0,0.0,0
769,769,2021-11-19 11:18:36,15372,24.4,7,83,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.55,33.85,0.0,0.0,0
770,770,2021-11-19 11:33:39,18793,24.5,23,83,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.61,33.91,0.0,0.0,0
771,771,2021-11-19 11:48:42,12521,24.3,103,84,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.67,33.97,0.0,0.0,0
772,772,2021-11-19 12:03:45,21389,24.7,201,84,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.75,34.05,0.0,0.0,0
773,773,2021-11-19 12:18:48,17804,25.3,239,85,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.84,34.14,0.0,0.0,0
774,774,2021-11-19 12:33:51,18768,25.6,255,85,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,33.93,34.23,0.0,0.0,0
775,775,2021-11-19 12:48:54,16479,25.4,273,85,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.02,34.32,0.0,0.0,0
776,776,2021-11-19 13:03:57,18758,25.6,382,84,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.11,34.42,0.0,0.0,0
777,777,2021-11-19 13:19:00,16881,25.9,422,86,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.22,34.52,0.0,0.0,0
778,778,2021-11-19 13:34:03,16001,25.6,177,85,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.32,34.63,0.0,0.0,0
779,779,2021-11-19 13:49:06,14397,25.1,205,86,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.4,34.71,0.0,0.0,0
780,780,2021-11-19 14:04:09,21037,25.0,250,87,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.49,34.8,0.0,0.0,0
781,781,2021-11-19 14:19:12,15986,25.2,242,87,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.58,34.89,0.0,0.0,0
782,782,2021-11-19 14:34:15,18799,25.0,128,87,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.67,34.98,0.0,0.0,0
783,783,2021-11-19 14:49:18,13538,24.9,141,86,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.75,35.06,0.0,0.0,0
784,784,2021-11-19 15:04:21,19243,23.9,135,87,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.83,35.14,0.0,0.0,0
785,785,2021-11-19 15:19:24,16638,23.7,243,85,0.0,0.2,0.0,0.113,8.6,22.3,8.13,0.0,34.91,35.22,0.0,0.0,0
786,786,2021-11-19 15:34:27,17069,23.7,141,87,0.47,0.8,0.0,0.113,8.6,22.3,8.13,0.0,35.0,35.31,0.0,0.0,0
787,787,2021-11-19 15:49:30,18566,22.0,147,93,5.73,5.93,0.0,0.113,8.6,22.3,8.13,0.0,35.07,35.39,0.0,0.0,0
788,788,2021-11-19 16:04:33,20654,21.5,227,92,6.4,6.6,0.0,0.113,8.6,22.3,8.13,0.0,35.15,35.46,0.0,0.0,0
789,789,2021-11-19 16:19:36,18026,22.0,495,92,6.6,6.8,0.0,0.113,8.6,22.3,8.13,0.0,35.24,35.55,0.0,0.0,0
790,790,2021-11-19 16:34:39,15736,22.8,423,94,6.2,6.87,0.0,0.113,8.6,22.3,8.13,0.0,35.35,35.66,0.0,0.0,0
791,791,2021-11-19 16:49:42,17465,22.6,166,94,2.0,8.13,0.0,0.113,8.6,22.3,8.13,0.0,35.45,35.77,0.0,0.0,0
792,792,2021-11-19 17:04:45,17810,21.9,103,94,6.07,12.8,0.0,0.113,8.6,22.3,8.13,0.0,35.53,35.85,0.0,0.0,0
793,793,2021-11-19 17:19:48,18232,22.2,174,95,7.2,14.0,0.0,0.113,8.6,22.3,8.13,0.0,35.6,35.92,0.0,0.0,0
794,794,2021-11-19 17:34:51,20221,22.6,248,94,7.13,14.0,0.0,0.113,8.6,22.3,8.13,0.0,35.68,36.0,0.0,0.0,0
795,795,2021-11-19 17:49:54,19213,23.4,367,92,6.07,14.0,0.0,0.113,8.6,22.3,8.13,0.0,35.77,36.09,0.0,0.0,0
796,796,2021-11-19 18:04:57,16983,24.2,479,90,1.33,14.0,0.0,0.113,8.6,22.3,8.13,0.0,35.87,36.19,0.0,0.0,0
797,797,2021-11-19 18:20:00,19406,23.8,307,89,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,35.98,36.3,0.0,0.0,0
798,798,2021-11-19 18:35:03,20006,23.7,388,89,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.07,36.39,0.0,0.0,0
799,799,2021-11-19 18:50:06,17285,24.3,347,88,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.17,36.49,0.0,0.0,0
800,800,2021-11-19 19:05:09,15564,24.5,338,87,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.27,36.59,0.0,0.0,0
801,801,2021-11-19 19:20:12,15012,24.4,252,87,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.37,36.69,0.0,0.0,0
802,802,2021-11-19 19:35:15,17492,24.2,199,88,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.45,36.78,0.0,0.0,0
803,803,2021-11-19 19:50:18,16220,24.0,180,88,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.54,36.86,0.0,0.0,0
804,804,2021-11-19 20:05:21,17658,23.9,121,86,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.62,36.94,0.0,0.0,0
805,805,2021-11-19 20:20:27,21582,23.7,82,88,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.69,37.01,0.0,0.0,0
806,806,2021-11-19 20:35:27,17049,23.8,90,87,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.76,37.08,0.0,0.0,0
807,807,2021-11-19 20:50:30,17267,24.0,71,85,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.83,37.15,0.0,0.0,0
808,808,2021-11-19 21:05:33,12851,24.0,46,84,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.89,37.22,0.0,0.0,0
809,809,2021-11-19 21:20:36,18243,24.1,32,83,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,36.96,37.28,0.0,0.0,0
810,810,2021-11-19 21:35:39,17383,24.1,11,83,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,37.02,37.35,0.0,0.0,0
811,811,2021-11-19 21:50:42,18812,24.1,3,83,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,37.08,37.41,0.0,0.0,0
812,812,2021-11-19 22:05:45,18468,24.0,0,83,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,37.14,37.46,0.0,0.0,0
813,813,2021-11-19 22:20:48,18100,24.1,0,83,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,37.15,37.47,0.0,0.0,0
814,814,2021-11-19 22:35:51,13655,24.3,0,82,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,37.16,37.48,0.0,0.0,0
815,815,2021-11-19 22:50:54,22943,24.1,0,81,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,37.17,37.49,0.0,0.0,0
816,816,2021-11-19 23:05:57,14687,24.2,0,79,0.0,14.0,0.0,0.113,8.6,22.3,8.13,0.0,37.21,37.54,0.0,0.0,0
