,Unnamed: 0,datetime,sensor_val,Air_Temp,Solar_radiation,humidity,Precipitation Intensity mm/h,Total Precipitation Millimeters,TAN,Nitrite,Nitrate,Water_temp,pH,takeout_kg,biomass_kg,ideal_biomass_kg,biomass_kg_1day,biomass_kg_3day,biomass_kg_day
4124,4124,2021-12-24 15:32:12,27162,22.8,519,70,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,45.59,45.4,0.0,0.0,0
4125,4125,2021-12-24 15:47:15,20643,23.1,630,72,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,45.68,45.49,0.0,0.0,0
4126,4126,2021-12-24 16:02:18,22422,23.2,636,72,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,45.77,45.58,0.0,0.0,0
4127,4127,2021-12-24 16:17:21,26703,23.3,650,69,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,45.86,45.68,0.0,0.0,0
4128,4128,2021-12-24 16:32:24,18584,23.6,652,70,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,45.96,45.77,0.0,0.0,0
4129,4129,2021-12-24 16:47:27,21694,23.9,650,69,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.05,45.86,0.0,0.0,0
4130,4130,2021-12-24 17:02:30,23544,24.1,648,70,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.14,45.95,0.0,0.0,0
4131,4131,2021-12-24 17:17:33,23379,24.2,640,71,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.23,46.05,0.0,0.0,0
4132,4132,2021-12-24 17:32:36,27128,24.2,627,73,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.33,46.14,0.0,0.0,0
4133,4133,2021-12-24 17:47:39,22622,24.3,610,71,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.42,46.23,0.0,0.0,0
4134,4134,2021-12-24 18:02:42,26539,24.5,587,72,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.51,46.32,0.0,0.0,0
4135,4135,2021-12-24 18:17:45,21751,24.5,564,70,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.6,46.41,0.0,0.0,0
4136,4136,2021-12-24 18:32:48,21553,24.5,538,69,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.69,46.5,0.0,0.0,0
4137,4137,2021-12-24 18:47:51,25469,24.4,502,72,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.78,46.59,0.0,0.0,0
4138,4138,2021-12-24 19:07:55,24683,24.3,472,66,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.86,46.67,0.0,0.0,0
4139,4139,2021-12-24 19:22:58,22539,23.8,310,66,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,46.95,46.76,0.0,0.0,0
4140,4140,2021-12-24 19:38:03,23056,23.2,205,68,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.02,46.83,0.0,0.0,0
4141,4141,2021-12-24 19:53:04,22912,23.2,224,68,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.09,46.9,0.0,0.0,0
4142,4142,2021-12-24 20:08:07,23859,22.8,253,69,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.16,46.96,0.0,0.0,0
4143,4143,2021-12-24 20:23:10,22070,23.1,249,68,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.23,47.03,0.0,0.0,0
4144,4144,2021-12-24 20:38:13,22711,23.0,191,69,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.3,47.1,0.0,0.0,0
4145,4145,2021-12-24 20:53:16,24521,22.8,144,69,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.37,47.17,0.0,0.0,0
4146,4146,2021-12-24 21:08:19,22016,22.6,99,70,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.43,47.23,0.0,0.0,0
4147,4147,2021-12-24 21:23:22,22942,22.4,56,72,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.48,47.29,0.0,0.0,0
4148,4148,2021-12-24 21:38:25,24509,22.0,23,74,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.54,47.34,0.0,0.0,0
4149,4149,2021-12-24 21:53:28,21646,21.5,6,76,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.59,47.39,0.0,0.0,0
4150,4150,2021-12-24 22:08:31,27961,21.1,1,77,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.63,47.43,0.0,0.0,0
4151,4151,2021-12-24 22:23:34,26263,20.6,0,81,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.68,47.48,0.0,0.0,0
4152,4152,2021-12-24 22:38:37,27296,20.1,1,83,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.71,47.51,0.0,0.0,0
4153,4153,2021-12-24 22:53:40,23963,19.5,1,83,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.76,47.56,0.0,0.0,0
4154,4154,2021-12-24 23:08:43,26526,19.8,3,81,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.81,47.61,0.0,0.0,0
4155,4155,2021-12-24 23:23:46,24113,19.9,2,80,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.85,47.65,0.0,0.0,0
4156,4156,2021-12-24 23:38:49,25161,19.8,0,81,0.0,0.0,0.0,0.111,9.3,25.7,7.72,0.0,47.9,47.7,0.0,0.0,0
4157,4157,2021-12-24 23:53:52,23501,18.5,0,85,0.0,0.0,0.0,0.111,9.3,25.5,7.72,0.0,47.92,47.72,0.0,0.0,0
4158,4158,2021-12-25 00:08:55,23050,17.8,0,87,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,47.93,47.72,0.0,0.0,0
4159,4159,2021-12-25 00:23:58,26997,17.2,0,88,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,47.93,47.73,0.0,0.0,0
4160,4160,2021-12-25 00:39:01,29426,16.9,1,88,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,47.94,47.74,0.0,0.0,0
4161,4161,2021-12-25 00:54:05,22297,16.7,1,90,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,47.99,47.78,0.0,0.0,0
4162,4162,2021-12-25 01:09:08,24691,16.3,1,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.03,47.83,0.0,0.0,0
4163,4163,2021-12-25 01:24:11,20102,16.2,0,90,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.08,47.87,0.0,0.0,0
4164,4164,2021-12-25 01:39:14,23155,16.1,1,90,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.1,47.89,0.0,0.0,0
4165,4165,2021-12-25 01:54:17,21955,16.0,0,90,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.14,47.94,0.0,0.0,0
4166,4166,2021-12-25 02:09:20,21243,16.1,1,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.18,47.97,0.0,0.0,0
4167,4167,2021-12-25 02:24:23,25801,16.2,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.22,48.02,0.0,0.0,0
4168,4168,2021-12-25 02:39:26,20831,16.1,0,90,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.24,48.04,0.0,0.0,0
4169,4169,2021-12-25 02:54:29,20938,15.8,0,90,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.26,48.06,0.0,0.0,0
4170,4170,2021-12-25 03:09:32,21155,15.5,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.27,48.06,0.0,0.0,0
4171,4171,2021-12-25 03:24:35,24745,15.3,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.28,48.07,0.0,0.0,0
4172,4172,2021-12-25 03:39:38,22867,15.3,1,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.31,48.1,0.0,0.0,0
4173,4173,2021-12-25 03:54:41,26031,15.4,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.36,48.15,0.0,0.0,0
4174,4174,2021-12-25 04:09:44,26227,15.5,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.39,48.18,0.0,0.0,0
4175,4175,2021-12-25 04:24:47,19337,15.6,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.4,48.19,0.0,0.0,0
4176,4176,2021-12-25 04:39:50,26436,15.5,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.4,48.19,0.0,0.0,0
4177,4177,2021-12-25 04:54:54,23285,15.6,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.42,48.21,0.0,0.0,0
4178,4178,2021-12-25 05:09:58,24232,15.6,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.44,48.23,0.0,0.0,0
4179,4179,2021-12-25 05:25:01,24879,15.3,0,91,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.46,48.25,0.0,0.0,0
4180,4180,2021-12-25 05:40:04,25182,15.0,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.47,48.26,0.0,0.0,0
4181,4181,2021-12-25 06:00:08,29409,14.9,1,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.49,48.28,0.0,0.0,0
4182,4182,2021-12-25 06:15:11,24877,15.0,0,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.53,48.32,0.0,0.0,0
4183,4183,2021-12-25 06:30:14,25004,14.9,0,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.54,48.33,0.0,0.0,0
4184,4184,2021-12-25 06:45:18,25351,15.2,0,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.57,48.36,0.0,0.0,0
4185,4185,2021-12-25 07:00:21,23782,15.3,0,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.61,48.4,0.0,0.0,0
4186,4186,2021-12-25 07:15:24,25206,15.0,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.61,48.4,0.0,0.0,0
4187,4187,2021-12-25 07:30:27,22320,14.8,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.62,48.41,0.0,0.0,0
4188,4188,2021-12-25 07:45:30,23867,14.5,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.63,48.42,0.0,0.0,0
4189,4189,2021-12-25 08:00:33,23825,14.4,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.64,48.42,0.0,0.0,0
4190,4190,2021-12-25 08:15:36,22363,14.1,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.64,48.43,0.0,0.0,0
4191,4191,2021-12-25 08:30:39,20507,14.1,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.65,48.44,0.0,0.0,0
4192,4192,2021-12-25 08:45:42,23611,14.1,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.66,48.44,0.0,0.0,0
4193,4193,2021-12-25 09:00:45,24874,14.0,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.66,48.45,0.0,0.0,0
4194,4194,2021-12-25 09:15:48,25499,14.0,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.67,48.46,0.0,0.0,0
4195,4195,2021-12-25 09:30:51,23191,14.0,0,92,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.68,48.47,0.0,0.0,0
4196,4196,2021-12-25 09:45:54,19739,13.8,0,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.7,48.49,0.0,0.0,0
4197,4197,2021-12-25 10:00:57,22123,13.6,1,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.73,48.52,48.73,0.0,0
4198,4198,2021-12-25 10:16:00,28528,13.5,1,94,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.78,48.56,0.0,0.0,0
4199,4199,2021-12-25 10:31:03,24316,13.4,1,94,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.82,48.61,0.0,0.0,0
4200,4200,2021-12-25 10:46:06,25499,13.2,1,94,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.87,48.65,0.0,0.0,0
4201,4201,2021-12-25 11:01:09,23131,13.0,1,94,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.91,48.69,0.0,0.0,0
4202,4202,2021-12-25 11:16:12,24855,12.8,1,94,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,48.96,48.74,0.0,0.0,0
4203,4203,2021-12-25 11:31:15,28271,12.8,6,94,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.0,48.78,0.0,0.0,0
4204,4204,2021-12-25 11:46:18,26982,12.8,17,95,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.05,48.83,0.0,0.0,0
4205,4205,2021-12-25 12:01:21,26859,13.1,51,95,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.09,48.87,0.0,0.0,0
4206,4206,2021-12-25 12:16:24,26757,13.8,136,94,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.14,48.92,0.0,0.0,0
4207,4207,2021-12-25 12:31:27,28842,15.1,132,93,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.2,48.98,0.0,0.0,0
4208,4208,2021-12-25 12:46:30,24499,16.7,178,90,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.26,49.03,0.0,0.0,0
4209,4209,2021-12-25 13:01:33,27455,18.3,241,84,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.32,49.09,0.0,0.0,0
4210,4210,2021-12-25 13:16:36,28371,19.6,284,82,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.39,49.16,0.0,0.0,0
4211,4211,2021-12-25 13:31:39,21712,20.7,328,78,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.46,49.23,0.0,0.0,0
4212,4212,2021-12-25 13:46:42,20838,21.5,370,75,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.53,49.3,0.0,0.0,0
4213,4213,2021-12-25 14:01:45,25042,22.2,410,73,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.6,49.38,0.0,0.0,0
4214,4214,2021-12-25 14:16:48,24539,22.9,448,72,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.68,49.45,0.0,0.0,0
4215,4215,2021-12-25 14:31:51,26618,23.5,484,75,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.76,49.53,0.0,0.0,0
4216,4216,2021-12-25 14:46:54,24990,23.9,517,74,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.84,49.61,0.0,0.0,0
4217,4217,2021-12-25 15:01:57,23837,23.9,548,71,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,49.92,49.69,0.0,0.0,0
4218,4218,2021-12-25 15:17:00,22054,24.2,576,74,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.0,49.77,0.0,0.0,0
4219,4219,2021-12-25 15:32:04,26469,24.7,599,73,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.08,49.85,0.0,0.0,0
4220,4220,2021-12-25 15:47:07,25428,24.9,619,69,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.17,49.94,0.0,0.0,0
4221,4221,2021-12-25 16:02:10,30656,25.0,632,70,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.25,50.02,0.0,0.0,0
4222,4222,2021-12-25 16:17:13,25243,25.4,650,70,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.33,50.1,0.0,0.0,0
4223,4223,2021-12-25 16:32:16,25164,25.5,548,70,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.42,50.19,0.0,0.0,0
4224,4224,2021-12-25 16:47:19,26793,25.5,346,69,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.5,50.26,0.0,0.0,0
4225,4225,2021-12-25 17:02:22,23088,25.6,696,65,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.56,50.33,0.0,0.0,0
4226,4226,2021-12-25 17:17:25,24767,26.2,787,57,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.65,50.41,0.0,0.0,0
4227,4227,2021-12-25 17:32:28,28307,25.8,371,58,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.73,50.5,0.0,0.0,0
4228,4228,2021-12-25 17:47:31,26118,26.2,642,65,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.8,50.56,0.0,0.0,0
4229,4229,2021-12-25 18:02:34,23027,26.5,464,57,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.88,50.65,0.0,0.0,0
4230,4230,2021-12-25 18:17:37,24992,26.7,604,53,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,50.95,50.72,0.0,0.0,0
4231,4231,2021-12-25 18:32:40,25910,27.0,431,54,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.04,50.8,0.0,0.0,0
4232,4232,2021-12-25 18:47:43,26100,26.9,544,52,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.11,50.87,0.0,0.0,0
4233,4233,2021-12-25 18:57:45,26633,27.2,498,57,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.19,50.95,0.0,0.0,0
4234,4234,2021-12-25 19:12:48,22423,27.1,457,52,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.26,51.03,0.0,0.0,0
4235,4235,2021-12-25 19:27:51,22253,27.2,424,51,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.34,51.1,0.0,0.0,0
4236,4236,2021-12-25 19:42:54,25000,27.5,367,52,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.41,51.17,0.0,0.0,0
4237,4237,2021-12-25 19:57:53,31301,27.2,322,49,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.48,51.25,0.0,0.0,0
4238,4238,2021-12-25 20:12:56,27107,26.7,279,50,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.55,51.31,0.0,0.0,0
4239,4239,2021-12-25 20:27:59,26443,26.5,230,51,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.62,51.38,0.0,0.0,0
4240,4240,2021-12-25 20:43:02,21723,26.4,182,52,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.68,51.44,0.0,0.0,0
4241,4241,2021-12-25 20:58:05,25938,26.0,135,53,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.74,51.5,0.0,0.0,0
4242,4242,2021-12-25 21:13:08,24163,25.6,89,55,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.79,51.55,0.0,0.0,0
4243,4243,2021-12-25 21:28:11,21002,25.1,49,58,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.84,51.6,0.0,0.0,0
4244,4244,2021-12-25 21:43:14,21632,24.5,17,66,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.89,51.65,0.0,0.0,0
4245,4245,2021-12-25 21:58:17,27520,23.5,3,72,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.93,51.69,0.0,0.0,0
4246,4246,2021-12-25 22:13:20,24987,22.4,0,74,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.97,51.73,0.0,0.0,0
4247,4247,2021-12-25 22:28:23,22949,21.3,0,75,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.98,51.74,0.0,0.0,0
4248,4248,2021-12-25 22:43:26,23976,20.6,0,78,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.98,51.74,0.0,0.0,0
4249,4249,2021-12-25 22:58:29,23895,20.2,1,78,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,51.99,51.75,0.0,0.0,0
4250,4250,2021-12-25 23:13:32,27772,19.9,0,80,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,52.03,51.79,0.0,0.0,0
4251,4251,2021-12-25 23:28:35,24757,19.3,0,84,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,52.05,51.81,0.0,0.0,0
4252,4252,2021-12-25 23:43:38,25565,18.8,1,83,0.0,0.0,0.0,0.111,9.3,25.1,7.72,0.0,52.07,51.83,0.0,0.0,0
4253,4253,2021-12-25 23:58:41,25218,18.6,1,84,0.0,0.0,0.0,0.111,9.3,24.8,7.72,0.0,52.11,51.87,0.0,0.0,0
4254,4254,2021-12-26 00:13:44,26953,18.4,1,86,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.15,51.91,0.0,0.0,0
4255,4255,2021-12-26 00:28:47,27238,18.4,1,87,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.19,51.95,0.0,0.0,0
4256,4256,2021-12-26 00:43:50,28122,17.9,0,88,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.22,51.98,0.0,0.0,0
4257,4257,2021-12-26 00:58:53,28103,17.5,1,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.24,51.99,0.0,0.0,0
4258,4258,2021-12-26 01:13:56,27134,17.2,0,89,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.28,52.04,0.0,0.0,0
4259,4259,2021-12-26 01:28:59,30184,16.9,0,89,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.29,52.04,0.0,0.0,0
4260,4260,2021-12-26 01:44:02,20510,16.7,0,89,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.3,52.06,0.0,0.0,0
4261,4261,2021-12-26 01:59:05,25886,16.5,0,89,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.31,52.06,0.0,0.0,0
4262,4262,2021-12-26 02:14:08,27786,16.3,0,89,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.32,52.07,0.0,0.0,0
4263,4263,2021-12-26 02:29:11,23961,16.0,0,89,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.32,52.08,0.0,0.0,0
4264,4264,2021-12-26 02:44:14,27677,16.0,1,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.33,52.08,0.0,0.0,0
4265,4265,2021-12-26 02:59:17,30888,16.1,1,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.37,52.12,0.0,0.0,0
4266,4266,2021-12-26 03:14:20,19942,15.9,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.41,52.16,0.0,0.0,0
4267,4267,2021-12-26 03:29:23,21481,16.1,0,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.43,52.18,0.0,0.0,0
4268,4268,2021-12-26 03:44:26,25776,16.0,0,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.44,52.2,0.0,0.0,0
4269,4269,2021-12-26 03:59:29,24027,15.9,0,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.45,52.2,0.0,0.0,0
4270,4270,2021-12-26 04:14:32,29913,15.8,0,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.46,52.21,0.0,0.0,0
4271,4271,2021-12-26 04:29:35,27282,15.7,0,90,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.46,52.22,0.0,0.0,0
4272,4272,2021-12-26 04:44:38,27454,15.5,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.48,52.23,0.0,0.0,0
4273,4273,2021-12-26 04:59:41,28609,15.3,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.5,52.25,0.0,0.0,0
4274,4274,2021-12-26 05:14:44,28892,15.6,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.5,52.26,0.0,0.0,0
4275,4275,2021-12-26 05:29:47,26173,15.6,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.51,52.26,0.0,0.0,0
4276,4276,2021-12-26 05:44:50,27878,15.6,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.52,52.27,0.0,0.0,0
4277,4277,2021-12-26 05:59:53,22029,15.4,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.52,52.27,0.0,0.0,0
4278,4278,2021-12-26 06:14:56,27410,15.2,0,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.53,52.28,0.0,0.0,0
4279,4279,2021-12-26 06:29:59,23660,15.2,1,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.53,52.29,0.0,0.0,0
4280,4280,2021-12-26 06:45:02,26281,15.1,1,91,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.57,52.33,0.0,0.0,0
4281,4281,2021-12-26 07:00:05,26447,14.9,0,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.62,52.37,0.0,0.0,0
4282,4282,2021-12-26 07:15:08,31797,14.6,1,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.64,52.39,0.0,0.0,0
4283,4283,2021-12-26 07:30:11,27992,14.4,1,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.68,52.43,0.0,0.0,0
4284,4284,2021-12-26 07:45:14,27581,14.3,1,94,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.72,52.47,0.0,0.0,0
4285,4285,2021-12-26 08:00:18,25734,13.9,0,92,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.77,52.51,0.0,0.0,0
4286,4286,2021-12-26 08:15:21,26833,13.8,0,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.78,52.53,0.0,0.0,0
4287,4287,2021-12-26 08:30:24,21384,13.7,0,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.81,52.56,0.0,0.0,0
4288,4288,2021-12-26 08:45:27,24871,13.7,1,94,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.84,52.59,0.0,0.0,0
4289,4289,2021-12-26 09:00:30,26918,13.9,1,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.88,52.63,0.0,0.0,0
4290,4290,2021-12-26 09:15:33,23477,13.9,0,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.91,52.66,0.0,0.0,0
4291,4291,2021-12-26 09:30:36,26757,13.9,1,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.92,52.66,0.0,0.0,0
4292,4292,2021-12-26 09:45:39,24445,13.8,1,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,52.96,52.7,0.0,0.0,0
4293,4293,2021-12-26 10:00:42,28514,13.8,1,93,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,53.0,52.74,53.0,0.0,0
4294,4294,2021-12-26 10:15:45,27409,14.1,1,94,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,53.04,52.78,0.0,0.0,0
4295,4295,2021-12-26 10:30:48,29993,14.2,0,92,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,53.07,52.82,0.0,0.0,0
4296,4296,2021-12-26 10:45:51,27091,13.9,0,92,0.0,0.0,0.0,0.111,9.3,24.7,7.72,0.0,53.09,52.84,0.0,0.0,0
